player_id,team_id,number,position,height,weight,name,image_url,yoe
155,MIL,20,G,193,190,AJ Green,https://cdn.nba.com/headshots/nba/latest/260x190/1631260.png,
178,GSW,23,F,198,230,Draymond Green,https://cdn.nba.com/headshots/nba/latest/260x190/203110.png,
103,HOU,4,G,193,186,Jalen Green,https://cdn.nba.com/headshots/nba/latest/260x190/1630224.png,
470,CHI,24,G,195,205,Javonte Green,https://cdn.nba.com/headshots/nba/latest/260x190/1629750.png,
121,HOU,32,F,203,235,Jeff Green,https://cdn.nba.com/headshots/nba/latest/260x190/201145.png,
186,DAL,8,G,195,200,Josh Green,https://cdn.nba.com/headshots/nba/latest/260x190/1630182.png,
423,ATL,14,F,198,220,AJ Griffin,https://cdn.nba.com/headshots/nba/latest/260x190/1631100.png,
190,DET,24,G,195,210,Quentin Grimes,https://cdn.nba.com/headshots/nba/latest/260x190/1629656.png,
571,TOR,16,F,205,210,Mouhamadou Gueye,https://cdn.nba.com/headshots/nba/latest/260x190/1631338.png,
533,ATL,18,F,208,210,Mouhamed Gueye,https://cdn.nba.com/headshots/nba/latest/260x190/1631243.png,
114,LAL,28,F,203,230,Rui Hachimura,https://cdn.nba.com/headshots/nba/latest/260x190/1629060.png,
492,POR,19,G-F,190,190,Ashton Hagans,https://cdn.nba.com/headshots/nba/latest/260x190/1630204.png,
116,IND,0,G,195,185,Tyrese Haliburton,https://cdn.nba.com/headshots/nba/latest/260x190/1630169.png,
35,DAL,10,G-F,195,205,Tim Hardaway Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/203501.png,
59,LAC,1,G,195,220,James Harden,https://cdn.nba.com/headshots/nba/latest/260x190/201935.png,
73,DAL,1,G,190,198,Jaden Hardy,https://cdn.nba.com/headshots/nba/latest/260x190/1630702.png,
160,ORL,14,G,193,210,Gary Harris,https://cdn.nba.com/headshots/nba/latest/260x190/203914.png,
551,ORL,8,G,195,216,Kevon Harris,https://cdn.nba.com/headshots/nba/latest/260x190/1630284.png,
108,PHI,12,F,203,226,Tobias Harris,https://cdn.nba.com/headshots/nba/latest/260x190/202699.png,
33,NYK,3,G,193,215,Josh Hart,https://cdn.nba.com/headshots/nba/latest/260x190/1628404.png,
48,NYK,55,C-F,213,250,Isaiah Hartenstein,https://cdn.nba.com/headshots/nba/latest/260x190/1628392.png,
2,BOS,30,F,200,217,Sam Hauser,https://cdn.nba.com/headshots/nba/latest/260x190/1630573.png,
131,NOP,24,G,195,190,Jordan Hawkins,https://cdn.nba.com/headshots/nba/latest/260x190/1641722.png,
104,LAL,11,C-F,213,220,Jaxson Hayes,https://cdn.nba.com/headshots/nba/latest/260x190/1629637.png,
250,OKC,33,F,200,225,Gordon Hayward,https://cdn.nba.com/headshots/nba/latest/260x190/202330.png,
326,POR,0,G,190,202,Scoot Henderson,https://cdn.nba.com/headshots/nba/latest/260x190/1630703.png,
383,UTA,0,F,205,215,Taylor Hendricks,https://cdn.nba.com/headshots/nba/latest/260x190/1641707.png,
275,MIA,14,G,195,195,Tyler Herro,https://cdn.nba.com/headshots/nba/latest/260x190/1629639.png,
53,PHI,17,G,193,220,Buddy Hield,https://cdn.nba.com/headshots/nba/latest/260x190/1627741.png,
119,MIA,24,F,195,220,Haywood Highsmith,https://cdn.nba.com/headshots/nba/latest/260x190/1629312.png,
435,HOU,14,G-F,195,210,Nate Hinton,https://cdn.nba.com/headshots/nba/latest/260x190/1630207.png,
117,HOU,0,G,182,185,Aaron Holiday,https://cdn.nba.com/headshots/nba/latest/260x190/1628988.png,
22,BOS,4,G,193,205,Jrue Holiday,https://cdn.nba.com/headshots/nba/latest/260x190/201950.png,
133,DEN,9,F-G,198,180,Justin Holiday,https://cdn.nba.com/headshots/nba/latest/260x190/203200.png,
382,WAS,22,F,205,235,Richaun Holmes,https://cdn.nba.com/headshots/nba/latest/260x190/1626158.png,
5,OKC,7,C-F,215,208,Chet Holmgren,https://cdn.nba.com/headshots/nba/latest/260x190/1631096.png,
406,LAL,0,G,195,215,Jalen Hood-Schifino,https://cdn.nba.com/headshots/nba/latest/260x190/1641720.png,
26,BOS,42,C-F,205,240,Al Horford,https://cdn.nba.com/headshots/nba/latest/260x190/201143.png,
376,UTA,5,G,193,234,Talen Horton-Tucker,https://cdn.nba.com/headshots/nba/latest/260x190/1629659.png,
193,ORL,2,G,203,205,Caleb Houstan,https://cdn.nba.com/headshots/nba/latest/260x190/1631216.png,
419,ORL,13,G,198,215,Jett Howard,https://cdn.nba.com/headshots/nba/latest/260x190/1641724.png,
145,SAC,9,G-F,200,198,Kevin Huerter,https://cdn.nba.com/headshots/nba/latest/260x190/1628989.png,
346,DEN,30,C,215,240,Jay Huff,https://cdn.nba.com/headshots/nba/latest/260x190/1630643.png,
243,ATL,12,F-G,203,221,De'Andre Hunter,https://cdn.nba.com/headshots/nba/latest/260x190/1629631.png,
299,LAC,5,G,187,169,Bones Hyland,https://cdn.nba.com/headshots/nba/latest/260x190/1630538.png,
92,ORL,7,F-G,205,220,Joe Ingles,https://cdn.nba.com/headshots/nba/latest/260x190/204060.png,
125,NOP,14,F,203,190,Brandon Ingram,https://cdn.nba.com/headshots/nba/latest/260x190/1627742.png,
122,DAL,11,G,187,195,Kyrie Irving,https://cdn.nba.com/headshots/nba/latest/260x190/202681.png,
162,ORL,1,F,208,230,Jonathan Isaac,https://cdn.nba.com/headshots/nba/latest/260x190/1628371.png,
368,DET,23,G,193,195,Jaden Ivey,https://cdn.nba.com/headshots/nba/latest/260x190/1631093.png,
366,MEM,45,F,205,210,GG Jackson,https://cdn.nba.com/headshots/nba/latest/260x190/1641713.png,
143,IND,22,F,205,205,Isaiah Jackson,https://cdn.nba.com/headshots/nba/latest/260x190/1630543.png,
508,IND,29,G,195,173,Quenton Jackson,https://cdn.nba.com/headshots/nba/latest/260x190/1631245.png,
9,DEN,7,G,187,208,Reggie Jackson,https://cdn.nba.com/headshots/nba/latest/260x190/202704.png,
173,MIL,44,G,198,209,Andre Jackson Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1641748.png,
278,MEM,13,F-C,208,242,Jaren Jackson Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1628991.png,
123,GSW,32,F,205,245,Trayce Jackson-Davis,https://cdn.nba.com/headshots/nba/latest/260x190/1631218.png,
106,LAL,23,F,205,250,LeBron James,https://cdn.nba.com/headshots/nba/latest/260x190/2544.png,
